Image_ID,Original_Path,Pixel_Image_Path,Original_Format,Output_Format,Width,Height,Color_Mode,Channels,Pixel_Array_Shape,Pixel_Min,Pixel_Max,Pixel_Mean,Pixel_Std,Original_File_Size,Output_File_Size,Conversion_Status
CT00074,data/raw/ct_images/tumor/CT00074.png,data/pixel_images/ct/tumor/CT00074.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,227.0,54.14,43.6,2127,2127,SUCCESS
CT00075,data/raw/ct_images/tumor/CT00075.png,data/pixel_images/ct/tumor/CT00075.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,238.0,56.08,44.41,2127,2127,SUCCESS
CT00076,data/raw/ct_images/tumor/CT00076.png,data/pixel_images/ct/tumor/CT00076.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,240.0,56.62,47.47,2163,2163,SUCCESS
CT00077,data/raw/ct_images/tumor/CT00077.png,data/pixel_images/ct/tumor/CT00077.png,PNG,PNG,256,256,L,1,"(256, 256)",14.0,232.0,56.2,45.24,2145,2145,SUCCESS
CT00078,data/raw/ct_images/tumor/CT00078.png,data/pixel_images/ct/tumor/CT00078.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,221.0,54.87,45.9,2152,2152,SUCCESS
CT00079,data/raw/ct_images/tumor/CT00079.png,data/pixel_images/ct/tumor/CT00079.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,220.0,56.4,47.18,2215,2215,SUCCESS
CT00080,data/raw/ct_images/tumor/CT00080.png,data/pixel_images/ct/tumor/CT00080.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,234.0,57.9,47.77,2152,2152,SUCCESS
CT00081,data/raw/ct_images/tumor/CT00081.png,data/pixel_images/ct/tumor/CT00081.png,PNG,PNG,256,256,L,1,"(256, 256)",18.0,233.0,59.96,44.75,2143,2143,SUCCESS
CT00082,data/raw/ct_images/tumor/CT00082.png,data/pixel_images/ct/tumor/CT00082.png,PNG,PNG,256,256,L,1,"(256, 256)",18.0,225.0,59.35,44.58,2170,2170,SUCCESS
CT00083,data/raw/ct_images/tumor/CT00083.png,data/pixel_images/ct/tumor/CT00083.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,226.0,56.82,46.41,2203,2203,SUCCESS
CT00084,data/raw/ct_images/tumor/CT00084.png,data/pixel_images/ct/tumor/CT00084.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,239.0,56.19,45.23,2210,2210,SUCCESS
CT00085,data/raw/ct_images/tumor/CT00085.png,data/pixel_images/ct/tumor/CT00085.png,PNG,PNG,256,256,L,1,"(256, 256)",17.0,220.0,57.66,43.18,2138,2138,SUCCESS
CT00086,data/raw/ct_images/tumor/CT00086.png,data/pixel_images/ct/tumor/CT00086.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,239.0,58.58,46.72,2199,2199,SUCCESS
CT00087,data/raw/ct_images/tumor/CT00087.png,data/pixel_images/ct/tumor/CT00087.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,240.0,55.98,45.32,2134,2134,SUCCESS
CT00088,data/raw/ct_images/tumor/CT00088.png,data/pixel_images/ct/tumor/CT00088.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,230.0,57.06,46.41,2161,2161,SUCCESS
CT00089,data/raw/ct_images/tumor/CT00089.png,data/pixel_images/ct/tumor/CT00089.png,PNG,PNG,256,256,L,1,"(256, 256)",14.0,235.0,57.04,46.1,2187,2187,SUCCESS
CT00090,data/raw/ct_images/tumor/CT00090.png,data/pixel_images/ct/tumor/CT00090.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,239.0,54.47,43.73,2122,2122,SUCCESS
CT00091,data/raw/ct_images/tumor/CT00091.png,data/pixel_images/ct/tumor/CT00091.png,PNG,PNG,256,256,L,1,"(256, 256)",16.0,229.0,57.57,44.73,2170,2170,SUCCESS
CT00092,data/raw/ct_images/tumor/CT00092.png,data/pixel_images/ct/tumor/CT00092.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,236.0,56.74,47.11,2146,2146,SUCCESS
CT00093,data/raw/ct_images/tumor/CT00093.png,data/pixel_images/ct/tumor/CT00093.png,PNG,PNG,256,256,L,1,"(256, 256)",18.0,237.0,59.96,45.4,2186,2186,SUCCESS
CT00094,data/raw/ct_images/tumor/CT00094.png,data/pixel_images/ct/tumor/CT00094.png,PNG,PNG,256,256,L,1,"(256, 256)",18.0,238.0,57.97,43.45,2133,2133,SUCCESS
CT00095,data/raw/ct_images/tumor/CT00095.png,data/pixel_images/ct/tumor/CT00095.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,240.0,58.35,47.84,2198,2198,SUCCESS
CT00096,data/raw/ct_images/tumor/CT00096.png,data/pixel_images/ct/tumor/CT00096.png,PNG,PNG,256,256,L,1,"(256, 256)",16.0,226.0,58.76,46.15,2229,2229,SUCCESS
CT00097,data/raw/ct_images/tumor/CT00097.png,data/pixel_images/ct/tumor/CT00097.png,PNG,PNG,256,256,L,1,"(256, 256)",18.0,222.0,60.14,46.19,2225,2225,SUCCESS
CT00098,data/raw/ct_images/tumor/CT00098.png,data/pixel_images/ct/tumor/CT00098.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,234.0,58.63,45.9,2143,2143,SUCCESS
CT00099,data/raw/ct_images/tumor/CT00099.png,data/pixel_images/ct/tumor/CT00099.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,228.0,57.08,47.33,2164,2164,SUCCESS
CT00100,data/raw/ct_images/tumor/CT00100.png,data/pixel_images/ct/tumor/CT00100.png,PNG,PNG,256,256,L,1,"(256, 256)",18.0,234.0,60.79,45.36,2164,2164,SUCCESS
CT00101,data/raw/ct_images/tumor/CT00101.png,data/pixel_images/ct/tumor/CT00101.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,237.0,55.05,43.05,2152,2152,SUCCESS
CT00102,data/raw/ct_images/tumor/CT00102.png,data/pixel_images/ct/tumor/CT00102.png,PNG,PNG,256,256,L,1,"(256, 256)",16.0,235.0,56.36,43.34,2159,2159,SUCCESS
CT00103,data/raw/ct_images/tumor/CT00103.png,data/pixel_images/ct/tumor/CT00103.png,PNG,PNG,256,256,L,1,"(256, 256)",17.0,231.0,59.33,45.42,2185,2185,SUCCESS
CT00104,data/raw/ct_images/tumor/CT00104.png,data/pixel_images/ct/tumor/CT00104.png,PNG,PNG,256,256,L,1,"(256, 256)",17.0,235.0,57.71,45.33,2183,2183,SUCCESS
CT00105,data/raw/ct_images/tumor/CT00105.png,data/pixel_images/ct/tumor/CT00105.png,PNG,PNG,256,256,L,1,"(256, 256)",14.0,239.0,58.3,47.61,2208,2208,SUCCESS
CT00106,data/raw/ct_images/tumor/CT00106.png,data/pixel_images/ct/tumor/CT00106.png,PNG,PNG,256,256,L,1,"(256, 256)",18.0,231.0,59.49,44.74,2201,2201,SUCCESS
CT00107,data/raw/ct_images/tumor/CT00107.png,data/pixel_images/ct/tumor/CT00107.png,PNG,PNG,256,256,L,1,"(256, 256)",17.0,227.0,58.45,44.99,2152,2152,SUCCESS
CT00108,data/raw/ct_images/tumor/CT00108.png,data/pixel_images/ct/tumor/CT00108.png,PNG,PNG,256,256,L,1,"(256, 256)",14.0,224.0,56.78,45.03,2176,2176,SUCCESS
CT00109,data/raw/ct_images/tumor/CT00109.png,data/pixel_images/ct/tumor/CT00109.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,224.0,57.41,44.25,2120,2120,SUCCESS
CT00110,data/raw/ct_images/tumor/CT00110.png,data/pixel_images/ct/tumor/CT00110.png,PNG,PNG,256,256,L,1,"(256, 256)",14.0,224.0,57.93,46.74,2163,2163,SUCCESS
CT00111,data/raw/ct_images/tumor/CT00111.png,data/pixel_images/ct/tumor/CT00111.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,228.0,56.52,45.57,2158,2158,SUCCESS
CT00112,data/raw/ct_images/tumor/CT00112.png,data/pixel_images/ct/tumor/CT00112.png,PNG,PNG,256,256,L,1,"(256, 256)",14.0,228.0,55.36,44.0,2165,2165,SUCCESS
CT00113,data/raw/ct_images/tumor/CT00113.png,data/pixel_images/ct/tumor/CT00113.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,234.0,56.84,46.85,2164,2164,SUCCESS
CT00114,data/raw/ct_images/tumor/CT00114.png,data/pixel_images/ct/tumor/CT00114.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,230.0,56.26,45.98,2170,2170,SUCCESS
CT00115,data/raw/ct_images/tumor/CT00115.png,data/pixel_images/ct/tumor/CT00115.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,239.0,54.13,45.4,2178,2178,SUCCESS
CT00116,data/raw/ct_images/tumor/CT00116.png,data/pixel_images/ct/tumor/CT00116.png,PNG,PNG,256,256,L,1,"(256, 256)",14.0,232.0,55.58,44.3,2157,2157,SUCCESS
CT00117,data/raw/ct_images/tumor/CT00117.png,data/pixel_images/ct/tumor/CT00117.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,235.0,56.96,46.19,2153,2153,SUCCESS
CT00118,data/raw/ct_images/tumor/CT00118.png,data/pixel_images/ct/tumor/CT00118.png,PNG,PNG,256,256,L,1,"(256, 256)",18.0,225.0,60.2,45.63,2206,2206,SUCCESS
CT00119,data/raw/ct_images/tumor/CT00119.png,data/pixel_images/ct/tumor/CT00119.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,227.0,57.54,45.63,2175,2175,SUCCESS
CT00120,data/raw/ct_images/tumor/CT00120.png,data/pixel_images/ct/tumor/CT00120.png,PNG,PNG,256,256,L,1,"(256, 256)",14.0,221.0,57.38,44.86,2150,2150,SUCCESS
CT00121,data/raw/ct_images/tumor/CT00121.png,data/pixel_images/ct/tumor/CT00121.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,229.0,56.98,46.13,2138,2138,SUCCESS
CT00122,data/raw/ct_images/tumor/CT00122.png,data/pixel_images/ct/tumor/CT00122.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,229.0,57.86,48.74,2226,2226,SUCCESS
CT00123,data/raw/ct_images/tumor/CT00123.png,data/pixel_images/ct/tumor/CT00123.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,226.0,56.09,46.2,2159,2159,SUCCESS
CT00124,data/raw/ct_images/tumor/CT00124.png,data/pixel_images/ct/tumor/CT00124.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,224.0,56.18,47.36,2206,2206,SUCCESS
CT00125,data/raw/ct_images/tumor/CT00125.png,data/pixel_images/ct/tumor/CT00125.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,233.0,56.93,47.58,2188,2188,SUCCESS
CT00126,data/raw/ct_images/tumor/CT00126.png,data/pixel_images/ct/tumor/CT00126.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,231.0,56.42,44.08,2163,2163,SUCCESS
CT00127,data/raw/ct_images/tumor/CT00127.png,data/pixel_images/ct/tumor/CT00127.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,234.0,55.59,46.46,2181,2181,SUCCESS
CT00128,data/raw/ct_images/tumor/CT00128.png,data/pixel_images/ct/tumor/CT00128.png,PNG,PNG,256,256,L,1,"(256, 256)",15.0,231.0,56.77,43.78,2139,2139,SUCCESS
CT00129,data/raw/ct_images/tumor/CT00129.png,data/pixel_images/ct/tumor/CT00129.png,PNG,PNG,256,256,L,1,"(256, 256)",16.0,238.0,59.13,46.02,2191,2191,SUCCESS
CT00130,data/raw/ct_images/tumor/CT00130.png,data/pixel_images/ct/tumor/CT00130.png,PNG,PNG,256,256,L,1,"(256, 256)",17.0,230.0,59.85,45.22,2140,2140,SUCCESS
CT00131,data/raw/ct_images/tumor/CT00131.png,data/pixel_images/ct/tumor/CT00131.png,PNG,PNG,256,256,L,1,"(256, 256)",14.0,233.0,56.55,46.56,2202,2202,SUCCESS
CT00132,data/raw/ct_images/tumor/CT00132.png,data/pixel_images/ct/tumor/CT00132.png,PNG,PNG,256,256,L,1,"(256, 256)",16.0,234.0,57.3,43.78,2173,2173,SUCCESS
CT00133,data/raw/ct_images/tumor/CT00133.png,data/pixel_images/ct/tumor/CT00133.png,PNG,PNG,256,256,L,1,"(256, 256)",17.0,235.0,60.16,47.02,2229,2229,SUCCESS
CT00134,data/raw/ct_images/tumor/CT00134.png,data/pixel_images/ct/tumor/CT00134.png,PNG,PNG,256,256,L,1,"(256, 256)",12.0,222.0,54.35,44.78,2146,2146,SUCCESS
CT00135,data/raw/ct_images/tumor/CT00135.png,data/pixel_images/ct/tumor/CT00135.png,PNG,PNG,256,256,L,1,"(256, 256)",13.0,229.0,57.56,47.58,2188,2188,SUCCESS
HIMG00141,data/raw/histopathology_images/atypical/HIMG00141.png,data/pixel_images/histopathology/atypical/HIMG00141.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,185.56,45.31,9208,9208,SUCCESS
HIMG00142,data/raw/histopathology_images/atypical/HIMG00142.png,data/pixel_images/histopathology/atypical/HIMG00142.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,249.0,185.11,46.18,9356,9356,SUCCESS
HIMG00143,data/raw/histopathology_images/atypical/HIMG00143.png,data/pixel_images/histopathology/atypical/HIMG00143.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,248.0,185.53,46.71,9397,9397,SUCCESS
HIMG00144,data/raw/histopathology_images/atypical/HIMG00144.png,data/pixel_images/histopathology/atypical/HIMG00144.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,247.0,187.42,46.48,9279,9279,SUCCESS
HIMG00145,data/raw/histopathology_images/atypical/HIMG00145.png,data/pixel_images/histopathology/atypical/HIMG00145.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,186.89,43.68,9075,9075,SUCCESS
HIMG00146,data/raw/histopathology_images/atypical/HIMG00146.png,data/pixel_images/histopathology/atypical/HIMG00146.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,249.0,187.33,47.04,9279,9279,SUCCESS
HIMG00147,data/raw/histopathology_images/atypical/HIMG00147.png,data/pixel_images/histopathology/atypical/HIMG00147.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,245.0,189.64,44.55,9209,9209,SUCCESS
HIMG00148,data/raw/histopathology_images/atypical/HIMG00148.png,data/pixel_images/histopathology/atypical/HIMG00148.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,239.0,184.09,45.31,9315,9315,SUCCESS
HIMG00149,data/raw/histopathology_images/atypical/HIMG00149.png,data/pixel_images/histopathology/atypical/HIMG00149.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,243.0,185.95,47.5,9391,9391,SUCCESS
HIMG00150,data/raw/histopathology_images/atypical/HIMG00150.png,data/pixel_images/histopathology/atypical/HIMG00150.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,241.0,186.08,46.37,9125,9125,SUCCESS
HIMG00151,data/raw/histopathology_images/atypical/HIMG00151.png,data/pixel_images/histopathology/atypical/HIMG00151.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,243.0,184.67,46.59,9446,9446,SUCCESS
HIMG00152,data/raw/histopathology_images/atypical/HIMG00152.png,data/pixel_images/histopathology/atypical/HIMG00152.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,249.0,187.65,44.23,9233,9233,SUCCESS
HIMG00153,data/raw/histopathology_images/atypical/HIMG00153.png,data/pixel_images/histopathology/atypical/HIMG00153.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,246.0,186.01,45.41,9331,9331,SUCCESS
HIMG00154,data/raw/histopathology_images/atypical/HIMG00154.png,data/pixel_images/histopathology/atypical/HIMG00154.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,185.57,44.49,9153,9153,SUCCESS
HIMG00155,data/raw/histopathology_images/atypical/HIMG00155.png,data/pixel_images/histopathology/atypical/HIMG00155.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,186.1,46.83,9412,9412,SUCCESS
HIMG00156,data/raw/histopathology_images/atypical/HIMG00156.png,data/pixel_images/histopathology/atypical/HIMG00156.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,241.0,186.66,46.96,9253,9253,SUCCESS
HIMG00157,data/raw/histopathology_images/atypical/HIMG00157.png,data/pixel_images/histopathology/atypical/HIMG00157.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,186.02,45.81,9313,9313,SUCCESS
HIMG00158,data/raw/histopathology_images/atypical/HIMG00158.png,data/pixel_images/histopathology/atypical/HIMG00158.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,244.0,186.63,47.5,9272,9272,SUCCESS
HIMG00159,data/raw/histopathology_images/atypical/HIMG00159.png,data/pixel_images/histopathology/atypical/HIMG00159.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,239.0,184.46,46.48,9299,9299,SUCCESS
HIMG00160,data/raw/histopathology_images/atypical/HIMG00160.png,data/pixel_images/histopathology/atypical/HIMG00160.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,187.13,44.39,9173,9173,SUCCESS
HIMG00161,data/raw/histopathology_images/atypical/HIMG00161.png,data/pixel_images/histopathology/atypical/HIMG00161.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,245.0,188.16,45.96,9003,9003,SUCCESS
HIMG00162,data/raw/histopathology_images/atypical/HIMG00162.png,data/pixel_images/histopathology/atypical/HIMG00162.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,188.73,43.75,9181,9181,SUCCESS
HIMG00163,data/raw/histopathology_images/atypical/HIMG00163.png,data/pixel_images/histopathology/atypical/HIMG00163.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,242.0,187.24,44.21,9142,9142,SUCCESS
HIMG00164,data/raw/histopathology_images/atypical/HIMG00164.png,data/pixel_images/histopathology/atypical/HIMG00164.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,245.0,187.75,45.49,9358,9358,SUCCESS
HIMG00165,data/raw/histopathology_images/atypical/HIMG00165.png,data/pixel_images/histopathology/atypical/HIMG00165.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,185.46,46.83,9169,9169,SUCCESS
HIMG00166,data/raw/histopathology_images/atypical/HIMG00166.png,data/pixel_images/histopathology/atypical/HIMG00166.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,248.0,186.93,45.92,9295,9295,SUCCESS
HIMG00167,data/raw/histopathology_images/atypical/HIMG00167.png,data/pixel_images/histopathology/atypical/HIMG00167.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,185.93,45.47,9356,9356,SUCCESS
HIMG00168,data/raw/histopathology_images/atypical/HIMG00168.png,data/pixel_images/histopathology/atypical/HIMG00168.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,241.0,184.47,46.96,9381,9381,SUCCESS
HIMG00169,data/raw/histopathology_images/atypical/HIMG00169.png,data/pixel_images/histopathology/atypical/HIMG00169.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,250.0,186.22,46.4,9483,9483,SUCCESS
HIMG00170,data/raw/histopathology_images/atypical/HIMG00170.png,data/pixel_images/histopathology/atypical/HIMG00170.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,248.0,185.91,46.61,9555,9555,SUCCESS
HIMG00171,data/raw/histopathology_images/atypical/HIMG00171.png,data/pixel_images/histopathology/atypical/HIMG00171.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,184.7,46.16,9374,9374,SUCCESS
HIMG00172,data/raw/histopathology_images/atypical/HIMG00172.png,data/pixel_images/histopathology/atypical/HIMG00172.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,184.64,46.34,9434,9434,SUCCESS
HIMG00173,data/raw/histopathology_images/atypical/HIMG00173.png,data/pixel_images/histopathology/atypical/HIMG00173.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,186.56,44.6,9331,9331,SUCCESS
HIMG00174,data/raw/histopathology_images/atypical/HIMG00174.png,data/pixel_images/histopathology/atypical/HIMG00174.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,185.18,45.03,9135,9135,SUCCESS
HIMG00175,data/raw/histopathology_images/atypical/HIMG00175.png,data/pixel_images/histopathology/atypical/HIMG00175.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,185.38,45.52,9421,9421,SUCCESS
HIMG00176,data/raw/histopathology_images/atypical/HIMG00176.png,data/pixel_images/histopathology/atypical/HIMG00176.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,183.77,46.64,9484,9484,SUCCESS
HIMG00177,data/raw/histopathology_images/atypical/HIMG00177.png,data/pixel_images/histopathology/atypical/HIMG00177.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,244.0,186.62,45.84,9378,9378,SUCCESS
HIMG00178,data/raw/histopathology_images/atypical/HIMG00178.png,data/pixel_images/histopathology/atypical/HIMG00178.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,184.65,45.74,9321,9321,SUCCESS
HIMG00179,data/raw/histopathology_images/atypical/HIMG00179.png,data/pixel_images/histopathology/atypical/HIMG00179.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,239.0,185.46,44.64,9353,9353,SUCCESS
HIMG00180,data/raw/histopathology_images/atypical/HIMG00180.png,data/pixel_images/histopathology/atypical/HIMG00180.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,250.0,183.82,46.78,9388,9388,SUCCESS
HIMG00181,data/raw/histopathology_images/atypical/HIMG00181.png,data/pixel_images/histopathology/atypical/HIMG00181.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,246.0,187.14,46.61,9448,9448,SUCCESS
HIMG00182,data/raw/histopathology_images/atypical/HIMG00182.png,data/pixel_images/histopathology/atypical/HIMG00182.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,241.0,187.94,47.34,9192,9192,SUCCESS
HIMG00183,data/raw/histopathology_images/atypical/HIMG00183.png,data/pixel_images/histopathology/atypical/HIMG00183.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,250.0,185.58,47.38,9316,9316,SUCCESS
HIMG00184,data/raw/histopathology_images/atypical/HIMG00184.png,data/pixel_images/histopathology/atypical/HIMG00184.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,242.0,185.15,46.88,9308,9308,SUCCESS
HIMG00185,data/raw/histopathology_images/atypical/HIMG00185.png,data/pixel_images/histopathology/atypical/HIMG00185.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,188.79,46.53,9277,9277,SUCCESS
HIMG00186,data/raw/histopathology_images/atypical/HIMG00186.png,data/pixel_images/histopathology/atypical/HIMG00186.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,248.0,186.02,45.81,9257,9257,SUCCESS
HIMG00187,data/raw/histopathology_images/atypical/HIMG00187.png,data/pixel_images/histopathology/atypical/HIMG00187.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,239.0,184.81,46.35,9209,9209,SUCCESS
HIMG00188,data/raw/histopathology_images/atypical/HIMG00188.png,data/pixel_images/histopathology/atypical/HIMG00188.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,250.0,188.28,48.38,9340,9340,SUCCESS
HIMG00189,data/raw/histopathology_images/atypical/HIMG00189.png,data/pixel_images/histopathology/atypical/HIMG00189.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,185.54,45.93,9150,9150,SUCCESS
HIMG00190,data/raw/histopathology_images/atypical/HIMG00190.png,data/pixel_images/histopathology/atypical/HIMG00190.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,185.87,44.28,9425,9425,SUCCESS
HIMG00191,data/raw/histopathology_images/atypical/HIMG00191.png,data/pixel_images/histopathology/atypical/HIMG00191.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,249.0,189.38,47.62,9107,9107,SUCCESS
HIMG00192,data/raw/histopathology_images/atypical/HIMG00192.png,data/pixel_images/histopathology/atypical/HIMG00192.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,239.0,183.84,46.32,9295,9295,SUCCESS
HIMG00193,data/raw/histopathology_images/atypical/HIMG00193.png,data/pixel_images/histopathology/atypical/HIMG00193.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,250.0,186.61,46.45,9555,9555,SUCCESS
HIMG00194,data/raw/histopathology_images/atypical/HIMG00194.png,data/pixel_images/histopathology/atypical/HIMG00194.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,250.0,189.43,46.66,9230,9230,SUCCESS
HIMG00195,data/raw/histopathology_images/atypical/HIMG00195.png,data/pixel_images/histopathology/atypical/HIMG00195.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,241.0,185.4,47.0,9359,9359,SUCCESS
HIMG00196,data/raw/histopathology_images/atypical/HIMG00196.png,data/pixel_images/histopathology/atypical/HIMG00196.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,187.15,44.66,9337,9337,SUCCESS
HIMG00197,data/raw/histopathology_images/atypical/HIMG00197.png,data/pixel_images/histopathology/atypical/HIMG00197.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,183.55,44.47,9308,9308,SUCCESS
HIMG00198,data/raw/histopathology_images/atypical/HIMG00198.png,data/pixel_images/histopathology/atypical/HIMG00198.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,239.0,185.64,47.56,9266,9266,SUCCESS
HIMG00199,data/raw/histopathology_images/atypical/HIMG00199.png,data/pixel_images/histopathology/atypical/HIMG00199.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,241.0,186.21,47.02,9470,9470,SUCCESS
HIMG00200,data/raw/histopathology_images/atypical/HIMG00200.png,data/pixel_images/histopathology/atypical/HIMG00200.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,246.0,185.27,47.48,9275,9275,SUCCESS
HIMG00201,data/raw/histopathology_images/atypical/HIMG00201.png,data/pixel_images/histopathology/atypical/HIMG00201.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,184.27,44.4,9232,9232,SUCCESS
HIMG00202,data/raw/histopathology_images/atypical/HIMG00202.png,data/pixel_images/histopathology/atypical/HIMG00202.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,241.0,186.31,43.99,9319,9319,SUCCESS
HIMG00203,data/raw/histopathology_images/atypical/HIMG00203.png,data/pixel_images/histopathology/atypical/HIMG00203.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,248.0,186.67,46.18,9236,9236,SUCCESS
HIMG00204,data/raw/histopathology_images/atypical/HIMG00204.png,data/pixel_images/histopathology/atypical/HIMG00204.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,239.0,184.8,47.05,9329,9329,SUCCESS
HIMG00205,data/raw/histopathology_images/atypical/HIMG00205.png,data/pixel_images/histopathology/atypical/HIMG00205.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,239.0,187.18,45.05,9223,9223,SUCCESS
