Deployment_ID,Version,Commit_SHA,Service_Name,Target_Environment,Deployer,Error_Rate_Delta,Latency_P95_ms,Latency_P99_ms,Unit_Test_Failure_Rate,Integration_Test_Passed,Security_Critical_CVEs,Security_High_CVEs,Anomalous_Egress_MB,Auth_Failure_Spike,Changed_Files_Count,Lines_Delta,Production_Incident,Risk_Score,Decision
DEP-10355,v2.11.1,33c0fdf,notification-worker,production-us-east,priya.sharma,0.029,76.1,118.5,0.0,1,0,0,17.5,2.8,5,360,0,10,ALLOW
DEP-10356,v2.3.17,5eae359,user-profile,production-us-east,sarah.jenkins,0.007,77.1,116.5,0.0,1,0,0,39.7,0.9,4,417,0,10,ALLOW
DEP-10357,v3.3.13,8cdea95,order-processing,production-us-east,sarah.jenkins,0.319,170.9,258.0,2.3,1,0,2,60.8,8.9,21,1753,0,56,PAUSE
DEP-10358,v1.7.4,e13e0ec,user-profile,canary-prod,alex.chen,0.022,79.3,134.8,0.0,1,0,0,24.2,0.9,4,65,0,5,ALLOW
DEP-10359,v3.1.15,d2bc3ad,analytics-pipeline,canary-prod,ci-bot-auto,0.056,82.4,106.30000000000001,0.0,1,0,0,26.9,2.7,6,24,0,7,ALLOW
DEP-10360,v3.8.30,55f1cda,notification-worker,staging-preprod,david.kim,0.09,67.8,114.8,0.0,1,0,0,5.0,2.2,9,12,0,12,ALLOW
DEP-10361,v1.6.29,95f8df5,user-profile,production-eu-central,sarah.jenkins,0.0,37.5,78.6,0.0,1,0,0,36.0,1.0,6,73,0,4,ALLOW
DEP-10362,v3.4.15,53bc49d,user-profile,production-us-east,elena.rostova,0.126,89.2,140.0,0.0,1,0,0,38.1,2.3,8,125,0,12,ALLOW
DEP-10363,v2.13.6,c95fa9d,user-profile,production-eu-central,ci-bot-auto,0.056,41.0,73.0,0.16,1,0,0,18.3,4.5,10,62,0,10,ALLOW
DEP-10364,v1.2.11,0406d17,search-indexer,production-eu-central,marcus.vance,1.726,188.1,315.0,2.02,1,0,3,84.4,5.9,35,1029,0,83,BLOCK
DEP-10365,v2.15.16,2e8dd29,user-profile,staging-preprod,david.kim,4.281,486.3,875.3,4.96,1,1,2,220.0,44.4,93,7055,1,100,BLOCK
DEP-10366,v1.12.19,4e3dc98,payment-service,production-us-east,david.kim,0.036,43.9,77.9,0.0,1,0,0,13.0,2.3,13,450,0,7,ALLOW
DEP-10367,v1.1.13,d684688,auth-gateway,canary-prod,sarah.jenkins,0.057,43.1,74.4,0.0,1,0,0,19.0,1.7,12,94,0,7,ALLOW
DEP-10368,v1.9.22,69d999f,notification-worker,canary-prod,elena.rostova,0.157,36.9,73.3,0.0,1,0,0,23.7,2.2,11,190,0,9,ALLOW
DEP-10369,v2.10.1,abe55a4,user-profile,canary-prod,elena.rostova,0.067,53.7,84.9,0.0,1,0,0,18.6,2.8,11,135,0,7,ALLOW
DEP-10370,v3.9.18,cc3d4fa,notification-worker,production-us-east,alex.chen,0.052,93.5,127.8,0.0,1,0,0,19.3,0.0,15,225,0,9,ALLOW
DEP-10371,v3.15.18,a4664d9,auth-gateway,staging-preprod,marcus.vance,0.0,41.2,79.4,0.0,1,0,0,29.1,0.0,3,324,0,3,ALLOW
DEP-10372,v2.6.15,c032b36,analytics-pipeline,staging-preprod,ci-bot-auto,1.536,234.2,368.1,0.5,0,0,1,84.5,5.7,31,859,0,81,BLOCK
DEP-10373,v2.13.6,5c33740,user-profile,production-eu-central,marcus.vance,0.122,89.2,135.0,0.0,1,0,0,22.9,0.0,3,19,0,10,ALLOW
DEP-10374,v3.5.18,90827b0,order-processing,production-eu-central,sarah.jenkins,0.0,54.2,86.7,0.0,1,0,0,17.1,1.0,14,232,0,6,ALLOW
DEP-10375,v1.6.27,723f216,payment-service,canary-prod,sarah.jenkins,0.056,61.6,88.8,0.0,1,0,0,26.3,1.9,8,258,0,8,ALLOW
DEP-10376,v2.13.20,b0f2ea2,analytics-pipeline,production-us-east,david.kim,0.0,86.2,120.0,0.0,1,0,1,25.2,2.3,12,258,0,20,ALLOW
DEP-10377,v1.2.10,3c75c6e,payment-service,canary-prod,ci-bot-auto,1.219,223.6,348.8,0.86,1,0,3,103.2,5.9,43,815,0,70,PAUSE
DEP-10378,v3.3.24,446170e,auth-gateway,staging-preprod,sarah.jenkins,6.238,361.0,565.7,12.86,0,3,6,297.5,59.0,37,5517,1,100,BLOCK
DEP-10379,v3.3.10,7912e59,search-indexer,production-us-east,priya.sharma,0.069,56.8,92.9,0.0,1,0,0,26.3,0.0,1,440,0,7,ALLOW
DEP-10380,v1.7.8,635d186,auth-gateway,production-eu-central,marcus.vance,0.151,52.0,98.6,0.0,1,0,0,28.4,0.2,5,117,0,9,ALLOW
DEP-10381,v1.14.20,47b2c99,search-indexer,production-eu-central,priya.sharma,0.192,47.1,93.1,0.0,1,0,0,33.0,0.2,2,432,0,5,ALLOW
DEP-10382,v2.2.11,748abf8,analytics-pipeline,staging-preprod,alex.chen,0.161,61.2,99.7,0.0,1,0,0,27.1,1.0,2,66,0,6,ALLOW
DEP-10383,v3.4.27,7489e2f,search-indexer,production-us-east,priya.sharma,0.115,76.9,90.9,0.25,1,0,0,35.4,0.0,7,437,0,13,ALLOW
DEP-10384,v1.0.30,a1c802f,auth-gateway,production-eu-central,ci-bot-auto,0.133,81.9,103.80000000000001,0.0,1,0,1,21.7,0.0,6,97,0,20,ALLOW
DEP-10385,v1.0.22,789d100,analytics-pipeline,production-us-east,marcus.vance,1.635,155.0,228.9,0.58,1,0,1,85.2,13.3,23,879,1,54,PAUSE
DEP-10386,v1.13.25,ea32181,order-processing,production-eu-central,alex.chen,0.033,56.6,89.1,0.23,1,0,0,11.5,0.0,11,118,0,9,ALLOW
DEP-10387,v3.13.23,2cdbb41,user-profile,production-us-east,ci-bot-auto,7.24,625.3,971.0999999999999,8.58,0,1,2,644.0,56.8,62,5633,1,100,BLOCK
DEP-10388,v2.12.21,5ebf2f9,order-processing,production-eu-central,sarah.jenkins,0.0,71.4,100.7,0.0,1,0,0,24.9,2.0,5,69,0,6,ALLOW
DEP-10389,v1.15.27,2573224,user-profile,staging-preprod,marcus.vance,0.876,115.1,177.89999999999998,1.66,1,0,3,51.2,5.3,38,408,0,60,PAUSE
DEP-10390,v1.1.15,2f87d9b,user-profile,production-us-east,david.kim,0.051,61.1,115.30000000000001,0.0,1,0,0,29.5,0.8,12,85,0,6,ALLOW
DEP-10391,v1.6.27,3ff20af,user-profile,canary-prod,sarah.jenkins,0.474,234.3,322.6,3.17,1,0,1,82.2,15.7,28,1695,1,60,PAUSE
DEP-10392,v2.3.26,4eac898,search-indexer,production-us-east,ci-bot-auto,0.041,71.7,87.80000000000001,0.0,1,0,1,16.0,0.0,10,241,0,15,ALLOW
DEP-10393,v3.4.6,b34bc6c,user-profile,production-us-east,sarah.jenkins,0.061,91.0,152.8,0.0,1,0,0,30.1,2.0,1,446,0,8,ALLOW
DEP-10394,v2.12.9,ed3973e,order-processing,canary-prod,priya.sharma,0.0,56.9,82.4,0.0,1,0,0,20.0,0.9,7,253,0,5,ALLOW
DEP-10395,v3.13.2,75f77cb,notification-worker,production-us-east,elena.rostova,0.012,35.3,79.3,0.0,1,0,0,16.4,1.6,15,263,0,6,ALLOW
DEP-10396,v3.2.9,87c93ee,search-indexer,production-us-east,priya.sharma,0.216,51.2,61.2,0.0,1,0,0,22.7,2.9,9,49,0,12,ALLOW
DEP-10397,v3.3.16,77d8252,notification-worker,canary-prod,priya.sharma,0.207,46.6,87.6,0.36,1,0,0,21.3,1.0,3,441,0,9,ALLOW
DEP-10398,v1.13.28,348824f,payment-service,staging-preprod,alex.chen,1.013,180.6,261.1,3.39,1,0,1,103.7,14.4,37,1394,0,67,PAUSE
DEP-10399,v1.5.20,9869356,analytics-pipeline,production-us-east,alex.chen,0.137,66.5,105.2,0.14,1,0,1,21.9,1.6,4,449,0,15,ALLOW
DEP-10400,v2.4.20,170c38e,user-profile,production-eu-central,alex.chen,0.023,74.3,104.9,0.0,1,0,0,28.0,1.2,8,258,0,8,ALLOW
DEP-10401,v2.7.6,36b4ad7,user-profile,production-eu-central,david.kim,0.14,64.2,77.9,0.0,1,0,0,35.1,0.0,1,259,0,7,ALLOW
DEP-10402,v3.15.7,ba74c27,user-profile,canary-prod,elena.rostova,0.0,56.1,107.6,0.0,1,0,0,7.9,5.9,7,20,0,6,ALLOW
DEP-10403,v3.6.15,581148e,order-processing,production-eu-central,elena.rostova,1.166,222.5,370.8,1.72,1,0,2,97.9,14.9,20,1573,0,70,PAUSE
DEP-10404,v1.15.4,f0f9d79,order-processing,staging-preprod,sarah.jenkins,0.094,66.3,98.9,0.0,1,0,0,23.8,0.9,5,192,0,9,ALLOW
DEP-10405,v1.1.25,c47d1d1,user-profile,production-us-east,marcus.vance,1.57,226.1,291.7,3.15,1,0,3,71.4,11.6,27,609,1,93,BLOCK
DEP-10406,v3.3.22,b88dddb,notification-worker,canary-prod,sarah.jenkins,0.141,74.8,112.1,0.0,1,0,0,24.9,0.6,3,382,0,8,ALLOW
DEP-10407,v2.15.23,de54ed0,user-profile,production-eu-central,priya.sharma,1.332,204.0,326.3,0.9,0,0,2,61.0,9.7,28,1334,0,83,BLOCK
DEP-10408,v3.13.11,1e71e77,user-profile,production-eu-central,priya.sharma,0.0,77.9,124.30000000000001,0.0,1,0,0,29.1,2.3,8,84,0,10,ALLOW
DEP-10409,v3.2.2,446f7b6,analytics-pipeline,canary-prod,david.kim,7.683,361.4,862.8,20.15,1,1,7,479.3,78.6,114,5758,1,100,BLOCK
DEP-10410,v2.12.28,345a2e6,user-profile,staging-preprod,ci-bot-auto,0.091,70.3,118.1,0.0,1,0,0,24.8,0.0,6,425,0,10,ALLOW
DEP-10411,v2.6.28,3cb46e3,payment-service,canary-prod,ci-bot-auto,0.037,53.8,80.69999999999999,0.0,1,0,0,23.8,0.0,3,21,0,3,ALLOW
DEP-10412,v3.8.7,37db525,auth-gateway,canary-prod,priya.sharma,0.025,36.6,74.2,0.22,1,0,0,25.0,0.0,8,183,0,9,ALLOW
DEP-10413,v3.7.11,33e61d4,notification-worker,staging-preprod,priya.sharma,1.492,201.9,266.4,0.72,1,1,2,68.2,8.8,36,467,0,91,BLOCK
DEP-10414,v1.15.6,8c56629,search-indexer,production-eu-central,elena.rostova,0.0,50.9,95.9,0.0,1,0,0,23.4,0.8,7,431,0,4,ALLOW
DEP-10415,v3.4.15,8ed089b,search-indexer,staging-preprod,ci-bot-auto,0.0,74.5,94.6,0.0,1,0,0,25.5,1.6,7,66,0,6,ALLOW
DEP-10416,v3.9.1,ed53533,user-profile,canary-prod,priya.sharma,0.159,45.4,55.4,0.0,1,0,0,26.5,3.9,15,166,0,12,ALLOW
DEP-10417,v1.5.26,9ad5cb7,user-profile,production-us-east,ci-bot-auto,0.149,68.1,97.19999999999999,0.0,1,0,0,31.5,0.0,14,378,0,12,ALLOW
DEP-10418,v1.4.16,888e4c7,user-profile,staging-preprod,elena.rostova,0.088,72.6,120.3,0.37,1,0,0,47.1,1.8,5,340,0,8,ALLOW
DEP-10419,v1.0.18,3dc0b09,notification-worker,canary-prod,alex.chen,0.009,64.6,78.39999999999999,0.0,1,0,0,19.4,0.6,5,412,0,5,ALLOW
DEP-10420,v3.14.2,46b9a47,payment-service,production-eu-central,alex.chen,1.244,117.1,244.5,1.45,1,0,1,40.0,11.6,16,1409,0,48,ALLOW
DEP-10421,v2.2.4,37fb4fa,search-indexer,canary-prod,marcus.vance,0.024,67.3,112.19999999999999,0.0,1,0,0,18.1,0.2,6,142,0,6,ALLOW
DEP-10422,v1.1.6,1196d2b,order-processing,production-eu-central,ci-bot-auto,0.026,44.8,70.0,0.0,1,0,0,21.2,2.5,4,19,0,4,ALLOW
DEP-10423,v3.3.7,e378c0e,order-processing,staging-preprod,priya.sharma,0.071,67.9,113.10000000000001,0.0,1,0,0,23.9,1.8,9,241,0,6,ALLOW
DEP-10424,v2.9.20,fab9226,order-processing,staging-preprod,ci-bot-auto,0.434,199.3,303.70000000000005,1.66,1,1,3,84.3,14.2,14,915,0,90,BLOCK
DEP-10425,v1.8.28,7044282,payment-service,production-us-east,marcus.vance,0.042,79.5,129.3,0.0,1,0,0,25.7,1.5,15,364,0,8,ALLOW
DEP-10426,v1.15.0,af796cc,notification-worker,canary-prod,priya.sharma,0.747,123.7,254.10000000000002,2.43,1,1,2,43.4,9.7,32,1092,0,85,BLOCK
DEP-10427,v3.0.3,8508a1a,analytics-pipeline,production-us-east,david.kim,9.198,565.2,938.3000000000001,13.61,0,1,6,254.4,50.8,110,3983,1,100,BLOCK
DEP-10428,v1.7.15,5b290a0,analytics-pipeline,production-eu-central,alex.chen,0.855,116.8,245.89999999999998,1.75,1,0,3,97.6,16.1,22,1651,1,66,PAUSE
DEP-10429,v3.5.2,ece2120,analytics-pipeline,canary-prod,david.kim,0.1,47.9,95.4,0.0,1,0,0,24.4,2.2,15,242,0,6,ALLOW
DEP-10430,v2.1.27,4772d89,order-processing,canary-prod,david.kim,0.0,41.7,86.5,0.0,1,0,0,28.0,0.0,8,171,0,2,ALLOW
DEP-10431,v1.10.2,a17c10f,order-processing,production-us-east,alex.chen,0.0,81.9,102.60000000000001,0.29,1,0,0,38.1,0.0,10,418,0,11,ALLOW
DEP-10432,v2.8.7,d914b41,auth-gateway,production-eu-central,priya.sharma,0.101,60.1,102.30000000000001,0.0,1,0,0,20.6,1.0,1,27,0,6,ALLOW
DEP-10433,v3.2.25,eb8b37c,auth-gateway,canary-prod,ci-bot-auto,0.053,50.0,93.9,0.0,1,0,0,20.9,0.9,10,395,0,6,ALLOW
DEP-10434,v3.0.14,687d4a8,notification-worker,production-us-east,ci-bot-auto,0.0,26.6,59.300000000000004,0.34,1,0,1,44.3,2.4,13,440,0,13,ALLOW
DEP-10435,v3.4.20,25798f1,payment-service,canary-prod,alex.chen,0.048,61.1,96.4,0.0,1,0,0,29.4,0.0,11,396,0,7,ALLOW
DEP-10436,v3.4.4,93435ae,auth-gateway,staging-preprod,ci-bot-auto,1.461,210.5,317.4,3.43,1,1,2,48.8,5.2,22,710,0,100,BLOCK
DEP-10437,v1.10.6,9844374,payment-service,canary-prod,elena.rostova,1.455,214.9,285.7,1.3,1,0,1,41.2,8.8,24,1719,0,61,PAUSE
DEP-10438,v1.15.23,4606fa5,auth-gateway,canary-prod,marcus.vance,0.139,66.5,120.1,0.22,1,0,0,15.1,0.0,10,401,0,9,ALLOW
DEP-10439,v1.6.6,3f12f41,payment-service,staging-preprod,alex.chen,0.063,65.8,102.9,0.0,1,0,0,27.0,0.9,14,356,0,7,ALLOW
DEP-10440,v3.3.10,038155f,notification-worker,production-eu-central,david.kim,0.169,41.0,66.1,0.47,1,0,0,24.2,0.0,4,282,0,8,ALLOW
DEP-10441,v2.10.19,71b03e4,payment-service,canary-prod,david.kim,1.421,171.6,236.8,3.37,1,0,3,106.0,15.2,41,728,1,91,BLOCK
DEP-10442,v3.2.5,6598f45,notification-worker,production-eu-central,david.kim,9.439,590.4,1175.5,5.59,0,4,7,332.8,40.8,104,6822,1,100,BLOCK
DEP-10443,v1.6.14,160376f,analytics-pipeline,production-us-east,marcus.vance,0.02,60.2,110.6,0.13,1,0,0,29.5,0.0,6,127,0,7,ALLOW
DEP-10444,v2.10.13,8877594,order-processing,production-eu-central,alex.chen,0.07,72.5,121.2,0.0,1,0,0,37.6,0.0,6,52,0,7,ALLOW
DEP-10445,v3.2.25,21ddc5b,notification-worker,staging-preprod,marcus.vance,0.0,46.1,78.30000000000001,0.0,1,0,0,28.7,2.7,14,403,0,8,ALLOW
DEP-10446,v2.6.22,e2a3356,user-profile,canary-prod,elena.rostova,0.044,60.2,97.0,0.0,1,0,0,18.3,4.3,14,213,0,8,ALLOW
DEP-10447,v3.6.15,1884c40,user-profile,production-eu-central,sarah.jenkins,0.0,67.8,127.1,0.0,1,0,1,25.1,0.9,3,305,0,17,ALLOW
DEP-10448,v2.0.15,5417763,order-processing,canary-prod,ci-bot-auto,1.51,169.8,279.0,1.8,1,1,2,43.1,7.2,35,1080,0,94,BLOCK
DEP-10449,v3.12.6,9d483cf,auth-gateway,staging-preprod,alex.chen,0.968,137.2,201.7,3.03,1,1,1,108.7,15.3,14,1090,0,81,BLOCK
DEP-10450,v3.2.14,b5af476,payment-service,canary-prod,sarah.jenkins,0.021,58.6,100.7,0.0,1,0,1,12.2,1.9,15,115,0,14,ALLOW
DEP-10451,v1.9.13,9f30820,auth-gateway,staging-preprod,elena.rostova,0.212,44.6,81.9,0.0,1,0,0,19.7,1.8,9,178,0,11,ALLOW
DEP-10452,v2.14.14,bc38536,notification-worker,staging-preprod,elena.rostova,0.052,55.4,96.3,0.0,1,0,0,39.4,0.9,8,206,0,9,ALLOW
DEP-10453,v1.3.12,b1f23c0,user-profile,production-eu-central,priya.sharma,0.108,45.6,69.1,0.0,1,0,1,28.8,3.4,2,268,0,17,ALLOW
DEP-10454,v2.13.14,f20b8ac,search-indexer,production-eu-central,elena.rostova,0.078,60.3,95.3,0.0,1,0,0,15.0,2.1,1,15,0,6,ALLOW
DEP-10455,v3.4.10,898cc18,payment-service,production-eu-central,priya.sharma,0.121,58.2,87.6,0.0,1,0,0,27.1,0.5,10,61,0,6,ALLOW
DEP-10456,v1.12.5,ca2e85f,payment-service,canary-prod,david.kim,0.045,96.5,128.5,0.0,1,0,1,22.1,0.2,11,425,0,19,ALLOW
DEP-10457,v3.3.12,38bab60,payment-service,production-us-east,sarah.jenkins,0.11,62.3,89.5,0.11,1,0,1,35.6,3.3,14,108,0,20,ALLOW
DEP-10458,v1.7.30,dffb7d4,order-processing,staging-preprod,ci-bot-auto,0.002,37.0,84.1,0.0,1,0,0,19.5,2.4,2,128,0,3,ALLOW
DEP-10459,v2.10.5,a64a608,payment-service,canary-prod,david.kim,1.146,156.6,275.7,1.22,1,0,1,53.4,16.9,23,1141,0,55,PAUSE
DEP-10460,v1.5.8,d46e4f4,analytics-pipeline,production-eu-central,alex.chen,0.051,50.7,80.80000000000001,0.0,1,0,0,30.5,1.4,7,271,0,7,ALLOW
DEP-10461,v1.0.7,ad3171c,auth-gateway,staging-preprod,marcus.vance,0.097,94.6,110.8,0.0,1,0,0,37.9,1.4,11,29,0,10,ALLOW
DEP-10462,v3.14.23,4e24b73,analytics-pipeline,canary-prod,sarah.jenkins,0.724,155.9,296.4,3.34,1,0,3,102.5,10.5,13,1661,1,73,PAUSE
DEP-10463,v3.7.19,64f8ac9,auth-gateway,staging-preprod,alex.chen,0.04,87.7,105.30000000000001,0.18,1,0,1,24.9,0.0,10,291,0,20,ALLOW
DEP-10464,v1.7.16,c783f01,user-profile,staging-preprod,ci-bot-auto,0.079,78.3,108.3,0.0,1,0,0,5.0,1.5,11,113,0,9,ALLOW
DEP-10465,v2.2.30,566f987,notification-worker,production-eu-central,priya.sharma,0.085,71.1,120.89999999999999,0.0,1,0,0,16.4,2.2,13,205,0,10,ALLOW
DEP-10466,v1.9.19,ef26838,order-processing,production-eu-central,ci-bot-auto,0.145,38.3,77.1,0.15,1,0,0,21.0,1.1,3,107,0,4,ALLOW
DEP-10467,v3.11.15,6765693,search-indexer,canary-prod,elena.rostova,3.395,716.4,916.4,12.75,0,1,5,411.3,28.8,102,2830,1,100,BLOCK
DEP-10468,v2.8.24,595b671,payment-service,production-eu-central,alex.chen,9.312,408.9,730.5999999999999,10.38,0,1,7,265.2,25.1,115,6786,1,100,BLOCK
DEP-10469,v3.14.30,e21fadc,search-indexer,production-eu-central,elena.rostova,1.394,235.7,315.9,2.49,1,1,1,91.9,16.0,37,639,1,96,BLOCK
DEP-10470,v2.12.18,37cd5e2,search-indexer,staging-preprod,david.kim,0.0,54.8,104.1,0.0,1,0,0,17.2,0.5,14,261,0,4,ALLOW
DEP-10471,v1.13.16,737ff5f,search-indexer,staging-preprod,sarah.jenkins,0.087,76.8,108.8,0.0,1,0,0,20.2,3.3,10,426,0,9,ALLOW
DEP-10472,v1.1.23,f0278df,auth-gateway,production-us-east,alex.chen,0.189,79.7,115.7,0.0,1,0,0,18.5,0.0,10,130,0,11,ALLOW
DEP-10473,v3.3.0,b2abd0a,user-profile,production-us-east,elena.rostova,0.092,71.3,123.1,0.0,1,0,0,30.2,0.0,6,359,0,10,ALLOW
DEP-10474,v2.7.30,566b54d,auth-gateway,production-eu-central,priya.sharma,0.134,50.0,80.4,0.0,1,0,0,27.0,4.2,3,23,0,9,ALLOW
DEP-10475,v3.8.30,158970a,search-indexer,production-us-east,alex.chen,0.299,74.1,106.89999999999999,0.0,1,0,0,29.3,2.5,12,176,0,14,ALLOW
DEP-10476,v1.15.12,c579d63,notification-worker,staging-preprod,david.kim,0.024,91.9,129.7,0.0,1,0,0,29.0,2.2,14,376,0,11,ALLOW
DEP-10477,v1.15.25,c38f8d9,search-indexer,staging-preprod,sarah.jenkins,0.084,77.6,105.19999999999999,0.0,1,0,0,20.5,0.0,2,64,0,8,ALLOW
DEP-10478,v3.0.5,462129d,search-indexer,staging-preprod,ci-bot-auto,0.085,76.7,117.2,0.0,1,0,0,38.4,1.2,6,124,0,12,ALLOW
DEP-10479,v3.2.20,4667112,auth-gateway,production-us-east,alex.chen,0.103,48.6,79.0,0.0,1,0,0,30.6,2.5,4,391,0,10,ALLOW
DEP-10480,v3.11.4,46a3b06,user-profile,production-us-east,priya.sharma,0.026,63.9,80.7,0.0,1,0,0,22.1,2.5,9,349,0,9,ALLOW
DEP-10481,v1.3.12,a84e319,search-indexer,production-eu-central,sarah.jenkins,0.096,72.5,108.1,0.37,1,0,0,25.1,0.2,12,27,0,12,ALLOW
DEP-10482,v2.3.8,90936b4,payment-service,staging-preprod,priya.sharma,1.378,222.1,298.2,2.9,1,0,1,78.7,10.2,21,1298,1,68,PAUSE
DEP-10483,v3.5.0,6479566,auth-gateway,production-us-east,marcus.vance,0.012,52.1,95.4,0.0,1,0,0,21.9,2.8,7,59,0,4,ALLOW
DEP-10484,v3.1.27,38fe893,payment-service,staging-preprod,sarah.jenkins,0.676,191.2,302.7,3.0,0,0,2,103.4,5.2,16,1689,1,85,BLOCK
DEP-10485,v2.13.21,fbd59fb,auth-gateway,production-us-east,ci-bot-auto,0.099,59.5,96.2,0.39,1,0,0,10.8,1.8,2,133,0,9,ALLOW
DEP-10486,v2.5.20,6c86285,auth-gateway,canary-prod,alex.chen,0.0,44.7,61.400000000000006,0.0,1,0,0,33.9,0.3,9,125,0,2,ALLOW
DEP-10487,v3.15.8,df6973e,auth-gateway,production-us-east,alex.chen,0.403,211.9,297.6,1.8,1,0,2,88.0,9.3,11,1106,0,55,PAUSE
DEP-10488,v3.15.2,d0dffa8,analytics-pipeline,production-us-east,alex.chen,0.173,62.7,91.1,0.0,1,0,0,26.3,2.0,2,297,0,7,ALLOW
DEP-10489,v1.2.3,35f7a13,auth-gateway,production-us-east,david.kim,0.139,86.7,117.4,0.3,1,0,0,14.4,0.6,15,190,0,14,ALLOW
DEP-10490,v3.6.22,db1b0e3,analytics-pipeline,staging-preprod,sarah.jenkins,0.071,50.5,74.0,0.0,1,0,0,27.8,1.1,3,383,0,7,ALLOW
DEP-10491,v1.8.8,6f68c27,search-indexer,staging-preprod,ci-bot-auto,0.053,53.6,85.80000000000001,0.0,1,0,0,17.6,2.5,11,366,0,9,ALLOW
DEP-10492,v3.11.18,f7e476a,notification-worker,staging-preprod,alex.chen,0.133,37.3,61.099999999999994,0.0,1,0,0,13.0,0.2,7,43,0,5,ALLOW
DEP-10493,v1.11.29,42e12ad,user-profile,staging-preprod,elena.rostova,3.937,555.3,862.6999999999999,10.04,0,1,3,478.4,92.8,97,7466,1,100,BLOCK
DEP-10494,v3.15.3,532dbf4,analytics-pipeline,production-eu-central,sarah.jenkins,0.0,67.7,96.1,0.0,1,0,0,22.8,3.7,9,292,0,9,ALLOW
DEP-10495,v2.15.18,e2aeee6,notification-worker,production-us-east,alex.chen,7.04,432.4,638.4,24.27,0,3,7,275.4,72.3,61,7055,1,100,BLOCK
DEP-10496,v3.14.5,8583271,order-processing,canary-prod,marcus.vance,0.157,77.3,130.8,0.0,1,0,1,16.0,0.0,2,49,0,18,ALLOW
DEP-10497,v1.5.18,bc39a7e,user-profile,production-eu-central,ci-bot-auto,0.131,69.1,110.69999999999999,0.0,1,0,0,27.7,1.8,2,217,0,6,ALLOW
DEP-10498,v1.0.22,751b8f1,payment-service,canary-prod,marcus.vance,1.352,198.4,295.1,0.55,1,0,2,80.8,8.3,41,1076,0,67,PAUSE
DEP-10499,v2.7.26,d339320,auth-gateway,production-eu-central,sarah.jenkins,5.652,825.8,1185.4,21.64,0,1,5,244.3,72.1,109,8449,1,100,BLOCK
DEP-10500,v2.0.19,8435da5,search-indexer,staging-preprod,elena.rostova,0.0,64.6,97.5,0.3,1,0,1,26.8,0.6,9,88,0,16,ALLOW
DEP-10501,v2.0.4,2196535,user-profile,staging-preprod,ci-bot-auto,1.672,166.4,249.7,1.8,0,0,2,90.6,5.1,20,586,0,88,BLOCK
DEP-10502,v2.6.3,03be674,auth-gateway,staging-preprod,david.kim,0.19,85.7,105.2,0.0,1,0,0,30.5,0.4,5,70,0,10,ALLOW
DEP-10503,v3.15.25,e466edd,analytics-pipeline,canary-prod,sarah.jenkins,0.071,69.4,101.60000000000001,0.0,1,0,0,18.7,0.2,4,36,0,9,ALLOW
DEP-10504,v2.13.19,a79339c,analytics-pipeline,production-eu-central,sarah.jenkins,0.0,52.5,86.7,0.0,1,0,0,19.3,2.2,5,402,0,4,ALLOW
DEP-10505,v2.7.21,709df0e,payment-service,canary-prod,sarah.jenkins,0.169,56.3,94.19999999999999,0.0,1,0,0,29.0,1.9,3,228,0,5,ALLOW
DEP-10506,v1.2.27,b673114,user-profile,production-eu-central,alex.chen,0.056,76.1,116.89999999999999,0.0,1,0,0,15.1,2.5,5,196,0,8,ALLOW
DEP-10507,v2.13.7,4bfbab4,payment-service,production-us-east,elena.rostova,0.121,53.6,89.1,0.0,1,0,0,30.5,0.9,5,261,0,6,ALLOW
DEP-10508,v2.3.3,ae45551,search-indexer,production-us-east,sarah.jenkins,0.136,100.5,126.1,0.14,1,0,0,14.0,1.7,10,71,0,10,ALLOW
DEP-10509,v3.6.6,8dc4390,notification-worker,staging-preprod,alex.chen,0.108,61.5,113.9,0.0,1,0,0,14.3,2.2,15,398,0,12,ALLOW
DEP-10510,v3.11.28,58d7c97,notification-worker,canary-prod,sarah.jenkins,0.002,90.8,149.7,0.0,1,0,0,18.9,0.4,1,299,0,5,ALLOW
DEP-10511,v3.6.23,69cf866,user-profile,production-us-east,sarah.jenkins,0.119,59.2,93.7,0.0,1,0,0,25.2,0.0,12,14,0,11,ALLOW
DEP-10512,v3.14.16,23132df,payment-service,canary-prod,ci-bot-auto,0.049,54.7,83.80000000000001,0.16,1,0,0,36.5,0.0,15,78,0,7,ALLOW
DEP-10513,v1.7.26,0da554c,search-indexer,production-us-east,david.kim,0.115,60.8,92.4,0.0,1,0,0,31.3,1.7,1,330,0,9,ALLOW
DEP-10514,v2.7.23,2f2ad62,analytics-pipeline,staging-preprod,priya.sharma,0.096,79.5,110.5,0.0,1,0,0,20.1,0.0,11,423,0,12,ALLOW
DEP-10515,v2.4.14,175e9c9,payment-service,production-eu-central,sarah.jenkins,1.073,179.6,271.7,1.56,0,0,3,98.0,15.3,21,1626,0,91,BLOCK
DEP-10516,v1.12.21,0cec718,search-indexer,production-eu-central,alex.chen,0.762,228.8,374.6,1.48,0,0,1,64.8,11.6,16,1073,0,71,PAUSE
DEP-10517,v1.1.4,1c2eaad,notification-worker,production-us-east,priya.sharma,1.712,223.9,293.1,1.68,0,0,3,78.7,11.5,38,634,0,100,BLOCK
